Date,구장,원정팀,원정팀점수,홈팀점수,홈팀,연도,원정팀결과,홈팀결과,Wins,Losses,누적승률
10.10(수),광주,한화,1,6,KIA,2018,패,승,87,54,0.6170212765957447
10.11(목),광주,롯데,4,0,KIA,2018,승,패,87,55,0.6126760563380281
10.12(금),광주,롯데,4,6,KIA,2018,패,승,88,55,0.6153846153846154
10.13(토),광주,롯데,5,1,KIA,2018,승,패,88,56,0.6111111111111112
03.23(토),광주,LG,2,0,KIA,2019,승,패,0,1,0.0
03.24(일),광주,LG,9,3,KIA,2019,승,패,0,2,0.0
03.26(화),광주,한화,13,7,KIA,2019,승,패,0,3,0.0
03.27(수),광주,한화,4,9,KIA,2019,패,승,1,3,0.25
03.28(목),광주,한화,4,6,KIA,2019,패,승,2,3,0.4
03.29(금),수원,KIA,3,6,KT,2019,패,승,3,3,0.5
03.30(토),수원,KIA,2,6,KT,2019,패,승,4,3,0.5714285714285714
03.31(일),수원,KIA,4,2,KT,2019,승,패,4,4,0.5
04.02(화),대구,KIA,4,1,삼성,2019,승,패,4,5,0.4444444444444444
04.03(수),대구,KIA,3,6,삼성,2019,패,승,5,5,0.5
04.04(목),대구,KIA,7,12,삼성,2019,패,승,6,5,0.5454545454545454
04.05(금),광주,키움,4,6,KIA,2019,패,승,7,5,0.5833333333333334
04.06(토),광주,키움,14,4,KIA,2019,승,패,7,6,0.5384615384615384
04.10(수),광주,NC,1,2,KIA,2019,패,승,8,6,0.5714285714285714
04.11(목),광주,NC,4,2,KIA,2019,승,패,8,7,0.5333333333333333
04.12(금),문학,KIA,4,4,SSG,2019,무,무,8,8,0.5
04.13(토),문학,KIA,6,4,SSG,2019,승,패,8,9,0.4705882352941176
04.14(일),문학,KIA,4,2,SSG,2019,승,패,8,10,0.4444444444444444
04.16(화),사직,KIA,9,10,롯데,2019,패,승,9,10,0.4736842105263157
04.17(수),사직,KIA,6,8,롯데,2019,패,승,10,10,0.5
04.18(목),사직,KIA,9,10,롯데,2019,패,승,11,10,0.5238095238095238
04.19(금),광주,두산,8,6,KIA,2019,승,패,11,11,0.5
04.20(토),광주,두산,10,1,KIA,2019,승,패,11,12,0.4782608695652174
04.21(일),광주,두산,9,2,KIA,2019,승,패,11,13,0.4583333333333333
04.23(화),잠실,KIA,2,9,LG,2019,패,승,12,13,0.48
04.24(수),잠실,KIA,3,10,LG,2019,패,승,13,13,0.5
04.26(금),고척,KIA,4,8,키움,2019,패,승,14,13,0.5185185185185185
04.27(토),고척,KIA,6,4,키움,2019,승,패,14,14,0.5
04.28(일),고척,KIA,5,13,키움,2019,패,승,15,14,0.5172413793103449
04.30(화),광주,삼성,0,8,KIA,2019,패,승,16,14,0.5333333333333333
05.01(수),광주,삼성,10,2,KIA,2019,승,패,16,15,0.5161290322580645
05.02(목),광주,삼성,1,8,KIA,2019,패,승,17,15,0.53125
05.03(금),창원,KIA,8,4,NC,2019,승,패,17,16,0.5151515151515151
05.04(토),창원,KIA,1,4,NC,2019,패,승,18,16,0.5294117647058824
05.05(일),창원,KIA,3,10,NC,2019,패,승,19,16,0.5428571428571428
05.07(화),잠실,KIA,3,4,두산,2019,패,승,20,16,0.5555555555555556
05.08(수),잠실,KIA,0,1,두산,2019,패,승,21,16,0.5675675675675675
05.09(목),잠실,KIA,5,3,두산,2019,승,패,21,17,0.5526315789473685
05.10(금),광주,SSG,4,1,KIA,2019,승,패,21,18,0.5384615384615384
05.11(토),광주,SSG,10,3,KIA,2019,승,패,21,19,0.525
05.12(일),광주,SSG,4,3,KIA,2019,승,패,21,20,0.5121951219512195
05.14(화),광주,KT,6,1,KIA,2019,승,패,21,21,0.5
05.15(수),광주,KT,7,4,KIA,2019,승,패,21,22,0.4883720930232558
05.16(목),광주,KT,6,3,KIA,2019,승,패,21,23,0.4772727272727273
05.17(금),대전,KIA,5,2,한화,2019,승,패,21,24,0.4666666666666667
05.18(토),대전,KIA,2,5,한화,2019,패,승,22,24,0.4782608695652174
05.19(일),대전,KIA,5,0,한화,2019,승,패,22,25,0.4680851063829787
05.21(화),광주,롯데,6,10,KIA,2019,패,승,23,25,0.4791666666666667
05.22(수),광주,롯데,5,6,KIA,2019,패,승,24,25,0.4897959183673469
05.23(목),광주,롯데,1,3,KIA,2019,패,승,25,25,0.5
05.24(금),광주,KT,5,7,KIA,2019,패,승,26,25,0.5098039215686274
05.25(토),광주,KT,3,10,KIA,2019,패,승,27,25,0.5192307692307693
05.26(일),광주,KT,5,17,KIA,2019,패,승,28,25,0.5283018867924528
05.28(화),대전,KIA,0,2,한화,2019,패,승,29,25,0.5370370370370371
05.29(수),대전,KIA,3,1,한화,2019,승,패,29,26,0.5272727272727272
05.30(목),대전,KIA,3,2,한화,2019,승,패,29,27,0.5178571428571429
05.31(금),광주,키움,2,3,KIA,2019,패,승,30,27,0.5263157894736842
06.01(토),광주,키움,4,0,KIA,2019,승,패,30,28,0.5172413793103449
06.02(일),광주,키움,6,5,KIA,2019,승,패,30,29,0.5084745762711864
06.04(화),광주,두산,7,2,KIA,2019,승,패,30,30,0.5
06.05(수),광주,두산,5,4,KIA,2019,승,패,30,31,0.4918032786885246
06.06(목),광주,두산,3,12,KIA,2019,패,승,31,31,0.5
06.07(금),창원,KIA,1,2,NC,2019,패,승,32,31,0.5079365079365079
06.08(토),창원,KIA,4,5,NC,2019,패,승,33,31,0.515625
06.09(일),창원,KIA,3,4,NC,2019,패,승,34,31,0.5230769230769231
06.11(화),광주,삼성,1,7,KIA,2019,패,승,35,31,0.5303030303030303
06.12(수),광주,삼성,3,7,KIA,2019,패,승,36,31,0.5373134328358209
06.13(목),광주,삼성,2,3,KIA,2019,패,승,37,31,0.5441176470588235
06.15(토),사직,KIA,0,7,롯데,2019,패,승,38,31,0.5507246376811594
06.16(일),사직,KIA,5,10,롯데,2019,패,승,39,31,0.5571428571428572
06.18(화),광주,SSG,2,4,KIA,2019,패,승,40,31,0.5633802816901409
06.19(수),광주,SSG,7,1,KIA,2019,승,패,40,32,0.5555555555555556
06.20(목),광주,SSG,5,8,KIA,2019,패,승,41,32,0.5616438356164384
06.21(금),잠실,KIA,8,9,LG,2019,패,승,42,32,0.5675675675675675
06.22(토),잠실,KIA,3,2,LG,2019,승,패,42,33,0.56
06.23(일),잠실,KIA,7,0,LG,2019,승,패,42,34,0.5526315789473685
06.25(화),고척,KIA,3,7,키움,2019,패,승,43,34,0.5584415584415584
06.26(수),고척,KIA,13,6,키움,2019,승,패,43,35,0.5512820512820513
06.27(목),고척,KIA,2,8,키움,2019,패,승,44,35,0.5569620253164557
06.28(금),수원,KIA,1,9,KT,2019,패,승,45,35,0.5625
06.29(토),수원,KIA,3,5,KT,2019,패,승,46,35,0.5679012345679012
06.30(일),수원,KIA,3,4,KT,2019,패,승,47,35,0.573170731707317
07.02(화),광주,NC,3,5,KIA,2019,패,승,48,35,0.5783132530120482
07.03(수),광주,NC,8,4,KIA,2019,승,패,48,36,0.5714285714285714
07.04(목),광주,NC,9,3,KIA,2019,승,패,48,37,0.5647058823529412
07.05(금),광주,LG,1,6,KIA,2019,패,승,49,37,0.5697674418604651
07.06(토),광주,LG,0,7,KIA,2019,패,승,50,37,0.5747126436781609
07.07(일),광주,LG,10,9,KIA,2019,승,패,50,38,0.5681818181818182
07.09(화),대구,KIA,2,3,삼성,2019,패,승,51,38,0.5730337078651685
07.11(목),대구,KIA,2,4,삼성,2019,패,승,52,38,0.5777777777777777
07.12(금),광주,한화,0,5,KIA,2019,패,승,53,38,0.5824175824175825
07.13(토),광주,한화,10,5,KIA,2019,승,패,53,39,0.5760869565217391
07.14(일),광주,한화,7,10,KIA,2019,패,승,54,39,0.5806451612903226
07.17(수),광주,롯데,1,3,KIA,2019,패,승,55,39,0.5851063829787234
07.18(목),광주,롯데,6,3,KIA,2019,승,패,55,40,0.5789473684210527
07.27(토),잠실,KIA,1,12,두산,2019,패,승,56,40,0.5833333333333334
07.30(화),문학,KIA,2,0,SSG,2019,승,패,56,41,0.5773195876288659
07.31(수),문학,KIA,6,2,SSG,2019,승,패,56,42,0.5714285714285714
08.01(목),문학,KIA,1,10,SSG,2019,패,승,57,42,0.5757575757575758
08.03(토),광주,NC,1,5,KIA,2019,패,승,58,42,0.58
08.04(일),광주,NC,0,1,KIA,2019,패,승,59,42,0.5841584158415841
08.06(화),광주,LG,17,4,KIA,2019,승,패,59,43,0.5784313725490197
08.07(수),광주,LG,5,10,KIA,2019,패,승,60,43,0.5825242718446602
08.08(목),광주,한화,2,5,KIA,2019,패,승,61,43,0.5865384615384616
08.09(금),광주,한화,4,10,KIA,2019,패,승,62,43,0.5904761904761905
08.10(토),대구,KIA,7,2,삼성,2019,승,패,62,44,0.5849056603773585
08.11(일),대구,KIA,4,5,삼성,2019,패,승,63,44,0.5887850467289719
08.13(화),광주,두산,5,2,KIA,2019,승,패,63,45,0.5833333333333334
08.14(수),광주,두산,1,4,KIA,2019,패,승,64,45,0.5871559633027523
08.15(목),광주,SSG,7,6,KIA,2019,승,패,64,46,0.5818181818181818
08.16(금),광주,SSG,0,1,KIA,2019,패,승,65,46,0.5855855855855856
08.17(토),광주,KT,4,3,KIA,2019,승,패,65,47,0.5803571428571429
08.18(일),광주,KT,2,1,KIA,2019,승,패,65,48,0.5752212389380531
08.20(화),잠실,KIA,3,15,LG,2019,패,승,66,48,0.5789473684210527
08.21(수),잠실,KIA,4,6,LG,2019,패,승,67,48,0.5826086956521739
08.22(목),고척,KIA,5,5,키움,2019,무,무,67,49,0.5775862068965517
08.23(금),고척,KIA,0,6,키움,2019,패,승,68,49,0.5811965811965812
08.24(토),문학,KIA,3,4,SSG,2019,패,승,69,49,0.5847457627118644
08.25(일),문학,KIA,4,2,SSG,2019,승,패,69,50,0.5798319327731093
08.27(화),광주,삼성,10,1,KIA,2019,승,패,69,51,0.575
08.28(수),광주,삼성,1,5,KIA,2019,패,승,70,51,0.5785123966942148
08.29(목),창원,KIA,3,4,NC,2019,패,승,71,51,0.5819672131147541
08.30(금),창원,KIA,8,2,NC,2019,승,패,71,52,0.5772357723577236
08.31(토),광주,롯데,2,4,KIA,2019,패,승,72,52,0.5806451612903226
09.01(일),광주,롯데,2,4,KIA,2019,패,승,73,52,0.584
09.03(화),대전,KIA,6,5,한화,2019,승,패,73,53,0.5793650793650794
09.04(수),대전,KIA,1,0,한화,2019,승,패,73,54,0.5748031496062992
09.06(금),수원,KIA,2,5,KT,2019,패,승,74,54,0.578125
09.07(토),광주,키움,7,3,KIA,2019,승,패,74,55,0.5736434108527132
09.08(일),광주,키움,13,3,KIA,2019,승,패,74,56,0.5692307692307692
09.10(화),사직,KIA,4,8,롯데,2019,패,승,75,56,0.5725190839694656
09.11(수),사직,KIA,4,0,롯데,2019,승,패,75,57,0.5681818181818182
09.12(목),잠실,KIA,0,5,두산,2019,패,승,76,57,0.5714285714285714
09.13(금),잠실,KIA,2,6,두산,2019,패,승,77,57,0.5746268656716418
09.14(토),잠실,KIA,2,7,LG,2019,패,승,78,57,0.5777777777777777
09.17(화),광주,NC,2,3,KIA,2019,패,승,79,57,0.5808823529411765
09.18(수),광주,롯데,5,6,KIA,2019,패,승,80,57,0.583941605839416
09.19(목),대구,KIA,2,12,삼성,2019,패,승,81,57,0.5869565217391305
09.20(금),잠실,KIA,2,6,두산,2019,패,승,82,57,0.5899280575539568
09.21(토),잠실,KIA,3,5,두산,2019,패,승,83,57,0.5928571428571429
09.23(월),수원,KIA,1,2,KT,2019,패,승,84,57,0.5957446808510638
09.24(화),광주,키움,0,5,KIA,2019,패,승,85,57,0.5985915492957746
09.26(목),사직,KIA,3,1,롯데,2019,승,패,85,58,0.5944055944055944
09.28(토),광주,LG,1,7,KIA,2019,패,승,86,58,0.5972222222222222
05.05(화),광주,키움,11,2,KIA,2020,승,패,0,1,0.0
05.06(수),광주,키움,3,2,KIA,2020,승,패,0,2,0.0
05.07(목),광주,키움,5,8,KIA,2020,패,승,1,2,0.3333333333333333
05.08(금),대구,KIA,0,5,삼성,2020,패,승,2,2,0.5
05.09(토),대구,KIA,2,14,삼성,2020,패,승,3,2,0.6
05.10(일),대구,KIA,12,3,삼성,2020,승,패,3,3,0.5
05.12(화),대전,KIA,2,1,한화,2020,승,패,3,4,0.4285714285714285
05.13(수),대전,KIA,4,3,한화,2020,승,패,3,5,0.375
05.14(목),대전,KIA,1,4,한화,2020,패,승,4,5,0.4444444444444444
05.15(금),광주,두산,13,4,KIA,2020,승,패,4,6,0.4
05.16(토),광주,두산,4,13,KIA,2020,패,승,5,6,0.4545454545454545
05.17(일),광주,두산,6,4,KIA,2020,승,패,5,7,0.4166666666666667
05.19(화),광주,롯데,2,9,KIA,2020,패,승,6,7,0.4615384615384615
05.20(수),광주,롯데,0,6,KIA,2020,패,승,7,7,0.5
05.21(목),광주,롯데,1,6,KIA,2020,패,승,8,7,0.5333333333333333
05.22(금),문학,KIA,2,1,SSG,2020,승,패,8,8,0.5
05.23(토),문학,KIA,8,3,SSG,2020,승,패,8,9,0.4705882352941176
05.24(일),문학,KIA,3,4,SSG,2020,패,승,9,9,0.5
05.26(화),수원,KIA,4,1,KT,2020,승,패,9,10,0.4736842105263157
05.27(수),수원,KIA,0,5,KT,2020,패,승,10,10,0.5
05.28(목),수원,KIA,5,6,KT,2020,패,승,11,10,0.5238095238095238
05.29(금),광주,LG,6,2,KIA,2020,승,패,11,11,0.5
05.30(토),광주,LG,6,10,KIA,2020,패,승,12,11,0.5217391304347826
05.31(일),광주,LG,13,5,KIA,2020,승,패,12,12,0.5
06.02(화),광주,롯데,2,7,KIA,2020,패,승,13,12,0.52
06.03(수),광주,롯데,2,11,KIA,2020,패,승,14,12,0.5384615384615384
06.04(목),광주,롯데,3,7,KIA,2020,패,승,15,12,0.5555555555555556
06.05(금),잠실,KIA,1,5,두산,2020,패,승,16,12,0.5714285714285714
06.06(토),잠실,KIA,3,4,두산,2020,패,승,17,12,0.5862068965517241
06.07(일),잠실,KIA,2,3,두산,2020,패,승,18,12,0.6
06.09(화),수원,KIA,3,2,KT,2020,승,패,18,13,0.5806451612903226
06.10(수),수원,KIA,10,0,KT,2020,승,패,18,14,0.5625
06.11(목),수원,KIA,8,13,KT,2020,패,승,19,14,0.5757575757575758
06.12(금),문학,KIA,6,3,SSG,2020,승,패,19,15,0.5588235294117647
06.13(토),문학,KIA,2,1,SSG,2020,승,패,19,16,0.5428571428571428
06.14(일),문학,KIA,3,4,SSG,2020,패,승,20,16,0.5555555555555556
06.16(화),광주,NC,4,7,KIA,2020,패,승,21,16,0.5675675675675675
06.17(수),광주,NC,6,7,KIA,2020,패,승,22,16,0.5789473684210527
06.19(금),광주,삼성,4,5,KIA,2020,패,승,23,16,0.5897435897435898
06.20(토),광주,삼성,3,6,KIA,2020,패,승,24,16,0.6
06.21(일),광주,삼성,12,5,KIA,2020,승,패,24,17,0.5853658536585366
06.23(화),사직,KIA,3,4,롯데,2020,패,승,25,17,0.5952380952380952
06.26(금),고척,KIA,8,6,키움,2020,승,패,25,18,0.5813953488372093
06.27(토),고척,KIA,0,2,키움,2020,패,승,26,18,0.5909090909090909
06.28(일),고척,KIA,0,1,키움,2020,패,승,27,18,0.6
07.01(수),광주,한화,3,4,KIA,2020,패,승,28,18,0.6086956521739131
07.02(목),광주,한화,1,7,KIA,2020,패,승,29,18,0.6170212765957447
07.03(금),창원,KIA,8,2,NC,2020,승,패,29,19,0.6041666666666666
07.04(토),창원,KIA,2,9,NC,2020,패,승,30,19,0.6122448979591837
07.05(일),창원,KIA,6,7,NC,2020,패,승,31,19,0.62
07.07(화),광주,KT,8,2,KIA,2020,승,패,31,20,0.6078431372549019
07.08(수),광주,KT,7,4,KIA,2020,승,패,31,21,0.5961538461538461
07.09(목),광주,KT,4,10,KIA,2020,패,승,32,21,0.6037735849056604
07.10(금),광주,키움,8,9,KIA,2020,패,승,33,21,0.6111111111111112
07.11(토),광주,키움,3,8,KIA,2020,패,승,34,21,0.6181818181818182
07.13(월),광주,키움,3,13,KIA,2020,패,승,35,21,0.625
07.14(화),대구,KIA,0,5,삼성,2020,패,승,36,21,0.631578947368421
07.15(수),대구,KIA,5,2,삼성,2020,승,패,36,22,0.6206896551724138
07.16(목),대구,KIA,7,8,삼성,2020,패,승,37,22,0.6271186440677966
07.17(금),광주,두산,2,4,KIA,2020,패,승,38,22,0.6333333333333333
07.18(토),광주,두산,6,0,KIA,2020,승,패,38,23,0.6229508196721312
07.19(일),광주,두산,8,4,KIA,2020,승,패,38,24,0.6129032258064516
07.21(화),대전,KIA,10,2,한화,2020,승,패,38,25,0.6031746031746031
07.22(수),대전,KIA,2,1,한화,2020,승,패,38,26,0.59375
07.25(토),광주,삼성,2,8,KIA,2020,패,승,39,26,0.6
07.26(일),광주,삼성,5,8,KIA,2020,패,승,40,26,0.6060606060606061
07.30(목),광주,KT,4,1,KIA,2020,승,패,40,27,0.5970149253731343
07.31(금),사직,KIA,3,2,롯데,2020,승,패,40,28,0.5882352941176471
08.01(토),사직,KIA,3,7,롯데,2020,패,승,41,28,0.5942028985507246
08.02(일),사직,KIA,0,8,롯데,2020,패,승,42,28,0.6
08.04(화),광주,LG,15,5,KIA,2020,승,패,42,29,0.5915492957746479
08.05(수),광주,LG,6,4,KIA,2020,승,패,42,30,0.5833333333333334
08.06(목),광주,LG,1,13,KIA,2020,패,승,43,30,0.589041095890411
08.08(토),광주,NC,2,3,KIA,2020,패,승,44,30,0.5945945945945946
08.09(일),광주,NC,8,1,KIA,2020,승,패,44,31,0.5866666666666667
08.11(화),잠실,KIA,8,4,LG,2020,승,패,44,32,0.5789473684210527
08.12(수),잠실,KIA,0,8,LG,2020,패,승,45,32,0.5844155844155844
08.13(목),잠실,KIA,2,4,LG,2020,패,승,46,32,0.5897435897435898
08.14(금),광주,SSG,6,7,KIA,2020,패,승,47,32,0.5949367088607594
08.15(토),광주,SSG,3,10,KIA,2020,패,승,48,32,0.6
08.16(일),광주,SSG,5,8,KIA,2020,패,승,49,32,0.6049382716049383
08.18(화),잠실,KIA,5,6,LG,2020,패,승,50,32,0.6097560975609756
08.19(수),잠실,KIA,1,10,LG,2020,패,승,51,32,0.6144578313253012
08.20(목),광주,NC,14,2,KIA,2020,승,패,51,33,0.6071428571428571
08.21(금),광주,NC,10,4,KIA,2020,승,패,51,34,0.6
08.22(토),고척,KIA,3,4,키움,2020,패,승,52,34,0.6046511627906976
08.23(일),고척,KIA,8,7,키움,2020,승,패,52,35,0.5977011494252874
08.25(화),잠실,KIA,8,10,두산,2020,패,승,53,35,0.6022727272727273
08.26(수),잠실,KIA,7,5,두산,2020,승,패,53,36,0.5955056179775281
08.27(목),문학,KIA,4,10,SSG,2020,패,승,54,36,0.6
08.28(금),문학,KIA,11,8,SSG,2020,승,패,54,37,0.5934065934065934
08.30(일),광주,KT,8,5,KIA,2020,승,패,54,38,0.5869565217391305
08.30(일),광주,KT,5,7,KIA,2020,패,승,55,38,0.5913978494623656
09.01(화),광주,삼성,0,6,KIA,2020,패,승,56,38,0.5957446808510638
09.03(목),사직,KIA,4,3,롯데,2020,승,패,56,39,0.5894736842105263
09.04(금),사직,KIA,6,3,롯데,2020,승,패,56,40,0.5833333333333334
09.04(금),사직,KIA,7,9,롯데,2020,패,승,57,40,0.5876288659793815
09.05(토),대전,KIA,5,4,한화,2020,승,패,57,41,0.5816326530612245
09.06(일),대전,KIA,8,4,한화,2020,승,패,57,42,0.5757575757575758
09.08(화),광주,LG,2,3,KIA,2020,패,승,58,42,0.58
09.10(목),광주,두산,5,4,KIA,2020,승,패,58,43,0.5742574257425742
09.12(토),창원,KIA,11,3,NC,2020,승,패,58,44,0.5686274509803921
09.13(일),창원,KIA,4,3,NC,2020,승,패,58,45,0.5631067961165048
09.15(화),광주,SSG,16,1,KIA,2020,승,패,58,46,0.5576923076923077
09.16(수),광주,SSG,7,6,KIA,2020,승,패,58,47,0.5523809523809524
09.17(목),대구,KIA,12,2,삼성,2020,승,패,58,48,0.5471698113207547
09.18(금),대구,KIA,13,5,삼성,2020,승,패,58,49,0.5420560747663551
09.19(토),광주,한화,0,8,KIA,2020,패,승,59,49,0.5462962962962963
09.20(일),광주,한화,11,3,KIA,2020,승,패,59,50,0.5412844036697247
09.22(화),광주,키움,2,0,KIA,2020,승,패,59,51,0.5363636363636364
09.23(수),광주,키움,13,1,KIA,2020,승,패,59,52,0.5315315315315315
09.24(목),수원,KIA,5,3,KT,2020,승,패,59,53,0.5267857142857143
09.25(금),수원,KIA,3,7,KT,2020,패,승,60,53,0.5309734513274337
09.26(토),광주,롯데,16,3,KIA,2020,승,패,60,54,0.5263157894736842
09.27(일),광주,롯데,1,2,KIA,2020,패,승,61,54,0.5304347826086957
09.29(화),고척,KIA,10,6,키움,2020,승,패,61,55,0.5258620689655172
09.30(수),고척,KIA,3,2,키움,2020,승,패,61,56,0.5213675213675214
10.01(목),고척,KIA,3,1,키움,2020,승,패,61,57,0.5169491525423728
10.02(금),잠실,KIA,3,14,두산,2020,패,승,62,57,0.5210084033613446
10.03(토),잠실,KIA,2,7,두산,2020,패,승,63,57,0.525
10.04(일),잠실,KIA,1,7,두산,2020,패,승,64,57,0.5289256198347108
10.06(화),광주,한화,3,2,KIA,2020,승,패,64,58,0.5245901639344263
10.07(수),광주,한화,4,6,KIA,2020,패,승,65,58,0.5284552845528455
10.07(수),광주,한화,5,0,KIA,2020,승,패,65,59,0.5241935483870968
10.08(목),광주,한화,13,6,KIA,2020,승,패,65,60,0.52
10.09(금),광주,SSG,3,5,KIA,2020,패,승,66,60,0.5238095238095238
10.10(토),광주,SSG,2,1,KIA,2020,승,패,66,61,0.5196850393700787
10.11(일),광주,SSG,9,5,KIA,2020,승,패,66,62,0.515625
10.13(화),창원,KIA,11,9,NC,2020,승,패,66,63,0.5116279069767442
10.14(수),창원,KIA,3,8,NC,2020,패,승,67,63,0.5153846153846153
10.15(목),창원,KIA,12,11,NC,2020,승,패,67,64,0.5114503816793893
10.16(금),잠실,KIA,0,9,LG,2020,패,승,68,64,0.5151515151515151
10.17(토),잠실,KIA,8,11,LG,2020,패,승,69,64,0.518796992481203
10.18(일),잠실,KIA,4,0,LG,2020,승,패,69,65,0.5149253731343284
10.20(화),광주,NC,13,3,KIA,2020,승,패,69,66,0.5111111111111111
10.22(목),대전,KIA,10,4,한화,2020,승,패,69,67,0.5073529411764706
10.23(금),광주,LG,8,4,KIA,2020,승,패,69,68,0.5036496350364964
10.24(토),광주,삼성,11,7,KIA,2020,승,패,69,69,0.5
10.25(일),광주,삼성,1,10,KIA,2020,패,승,70,69,0.5035971223021583
10.27(화),광주,KT,7,6,KIA,2020,승,패,70,70,0.5
10.28(수),광주,KT,3,4,KIA,2020,패,승,71,70,0.5035460992907801
10.29(목),광주,두산,9,2,KIA,2020,승,패,71,71,0.5
